SITE_ID,SITE_NAME,AREA_NAME_SUB_DISTRICT,X_LONGITUDE,Y_LATITUDE,CITY_OR_DATI_II,AREA,BRANCH,PROVINCE,REGION,SITE_OWNERSHIP,TOWER_OWNERSHIP,COLOCATION_Y_OR_N,SITE_TYPE_GF_OR_RT_OR_MICROCELL_OR_INDOOR,HEIGHT_EXISTING_BUILDING_M,HEIGHT_TOWER_M,BTS_COVERAGE_TYPE_MACRO_OR_MICRO_OR_IBS
01BIR0001,MESJID_BAROH_TB,SAMALANGA,96.35133,5.18098,BIREUEN,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,TBG,TBG,Y,GF,,42,MACRO
01BIR0002,KAPUNG_PUTU_TB,SAMALANGA,96.35586,5.20257,BIREUEN,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,TBG,TBG,Y,GF,,42,MACRO
01BIR0003,MEUNASAH_LINCAH_MT,SAMALANGA,96.35591,5.21782,BIREUEN,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,DMT,DMT,Y,GF,,45,MACRO
01BIR0004,SAMALANGA_MT,SAMALANGA,96.36575,5.18733,BIREUEN,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,DMT,DMT,Y,GF,,70,MACRO
01BIR0005,BIREUN5_MT,SAMALANGA,96.3686,5.2061,BIREUEN,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,DMT,DMT,Y,GF,,72,MACRO
01BIR0007,GLE_MEUNDONG_MT,SIMPANG MAMPLAM,96.39186,5.17795,BIREUEN,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,DMT,DMT,Y,GF,,72,MACRO
01BIR0008,RHEUM_BARAT_TB,SIMPANG MAMPLAM,96.39692,5.2017,BIREUEN,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,TBG,TBG,Y,GF,,72,MACRO
01BIR0010,CUREE_TUNONG_TB,SIMPANG MAMPLAM,96.44016,5.21639,BIREUEN,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,TBG,TBG,Y,GF,,72,MACRO
01BIR0011,PANDRAH_PL,PANDRAH,96.45824,5.18594,BIREUEN,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,PROTELINDO,PROTELINDO,Y,GF,,71,MACRO
01BIR0012,LANCOK_ULIM_MT,PANDRAH,96.47761,5.18827,BIREUEN,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,DMT,DMT,Y,GF,,42,MACRO
01BIR0013,ULEE_RABO_BIREUEN_PL,JEUNIEB,96.4862,5.16604,BIREUEN,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,PROTELINDO,PROTELINDO,Y,GF,,50,MACRO
01BIR0014,MEUNASAH_KEUTAPANG_TB,JEUNIEB,96.48999,5.17643,BIREUEN,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,TBG,TBG,Y,GF,,72,MACRO
01BIR0015,MATANG_NIBONG_JEUHIEB_PL,JEUNIEB,96.49228,5.19389,BIREUEN,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,PROTELINDO,PROTELINDO,Y,GF,,72,MACRO
01BIR0016,JEUNIEB_EP,JEUNIEB,96.49539,5.18819,BIREUEN,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,EMA,EMA,Y,GF,,70,MACRO
01BIR0018,UTEUN_SIKUMBONG_TB,PEULIMBANG,96.5288,5.17306,BIREUEN,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,TBG,TBG,Y,GF,,42,MACRO
01BIR0019,SEUNEUBOK_PLIMBANG_ST,PEULIMBANG,96.5291,5.18736,BIREUEN,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,STP,STP,Y,GF,,72,MACRO
01BIR0020,PADANG_KASAB_PL,PEULIMBANG,96.5552,5.1974,BIREUEN,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,PROTELINDO,PROTELINDO,Y,GF,,50,MACRO
01BIR0021,ARA_BUNGONG_TB,PEUDADA,96.57839,5.18743,BIREUEN,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,TBG,TBG,Y,GF,,42,MACRO
01BIR0022,NEUBOK_NALENG_MT,PEUDADA,96.5799,5.20349,BIREUEN,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,DMT,DMT,Y,GF,,36,MACRO
01BIR0023,PEUDADA_EP,PEUDADA,96.5885,5.19761,BIREUEN,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,EMA,EMA,Y,GF,,70,MACRO
01BIR0024,MEUNASAH_BUNGO_MT,PEUDADA,96.6134,5.1893,BIREUEN,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,DMT,DMT,Y,GF,,72,MACRO
01BIR0025,MATANG_REULEUT_MT,PEUDADA,96.6289,5.20427,BIREUEN,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,DMT,DMT,Y,GF,,62,MACRO
01BIR0027,JEUMPAH_MIRAH_TB,JEUMPA,96.64714,5.20621,BIREUEN,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,TBG,TBG,Y,GF,,52,MACRO
01BIR0028,BIREUN3_PL,JEUMPA,96.6548,5.2103,BIREUEN,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,PROTELINDO,PROTELINDO,Y,GF,,71,MACRO
01BIR0029,MON_JAMBEE_TB,JEUMPA,96.65968,5.21681,BIREUEN,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,TBG,TBG,Y,GF,,62,MACRO
01BIR0030,BLANG_GANDAI_TB,JEUMPA,96.66116,5.18514,BIREUEN,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,TBG,TBG,Y,GF,,72,MACRO
01BIR0031,COTULIM_MT,JEUMPA,96.66651,5.19674,BIREUEN,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,DMT,DMT,Y,GF,,50,MACRO
01BIR0032,BATEE_TIMOH_BIR_TB,JEUMPA,96.67032,5.21715,BIREUEN,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,TBG,TBG,Y,GF,,42,MACRO
01BIR0033,KUALA_RAJA_BIREUEN_PL,JEUMPA,96.6829,5.21399,BIREUEN,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,PROTELINDO,PROTELINDO,Y,GF,,50,MACRO
01BIR0034,BIREUN1_MT,JEUMPA,96.68372,5.20583,BIREUEN,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,DMT,DMT,Y,GF,,42,MACRO
01BIR0036,COTTRIENG_TB,KOTA JUANG,96.6916,5.21208,BIREUEN,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,TBG,TBG,Y,GF,,72,MACRO
01BIR0037,KRUENG_JULI_BARAT_TB,KUALA,96.69319,5.23278,BIREUEN,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,TBG,TBG,Y,GF,,42,MACRO
01BIR0038,MEUNASAH_BLANG_KEJER_MT,KOTA JUANG,96.69375,5.19808,BIREUEN,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,DMT,DMT,Y,GF,,30,MACRO
01BIR0039,KOTA_JUANG2_TB,KOTA JUANG,96.69599,5.20336,BIREUEN,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,TBG,TBG,Y,RT,13.4,15,MACRO
01BIR0040,PULO_KITPN_TB,KOTA JUANG,96.69697,5.20812,BIREUEN,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,TBG,TBG,Y,GF,,26,MACRO
01BIR0041,LHOK_AWE_MT,KUALA,96.69872,5.22074,BIREUEN,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,DMT,DMT,Y,GF,,28,MACRO
01BIR0042,MEUNASAH_CAPA_TB,KOTA JUANG,96.69915,5.19681,BIREUEN,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,TBG,TBG,Y,GF,,26,MACRO
01BIR0043,BIREUN_EP,KOTA JUANG,96.70156,5.20046,BIREUEN,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,EMA,EMA,Y,GF,,100,MACRO
01BIR0044,BIREUN_TAKENGON_JULI_PL,JULI,96.70319,5.18978,BIREUEN,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,PROTELINDO,PROTELINDO,Y,GF,,54,MACRO
01BIR0046,JULI_MT,JULI,96.70399,5.17047,BIREUEN,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,DMT,DMT,Y,GF,,72,MACRO
01BIR0047,BIREUN2_ST,KUALA,96.7049,5.21756,BIREUEN,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,STP,STP,Y,GF,,51,MACRO
01BIR0048,BIREUN4_MT,KOTA JUANG,96.70531,5.19997,BIREUEN,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,DMT,DMT,Y,GF,,65,MACRO
01BIR0049,KOTATRIENGGEUDONG_PL,KOTA JUANG,96.70697,5.20531,BIREUEN,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,PROTELINDO,PROTELINDO,Y,GF,,50,MACRO
01BIR0050,BUGAK_BLANG_MT,KUALA,96.70831,5.23433,BIREUEN,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,DMT,DMT,Y,GF,,42,MACRO
01BIR0051,PEUSANGAN1_HS,KOTA JUANG,96.71153,5.20188,BIREUEN,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,H3I,H3I,Y,GF,,40,MACRO
01BIR0052,UTEUN_SEUTUY_TB,KUALA,96.71156,5.22617,BIREUEN,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,TBG,TBG,Y,GF,,42,MACRO
01BIR0053,SEUNEUBOK_GUNCI_TB,JULI,96.71271,5.15523,BIREUEN,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,TBG,TBG,Y,GF,,72,MACRO
01BIR0054,BEUNYOT_ST,JULI,96.71538,5.13588,BIREUEN,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,STP,STP,Y,GF,,71,MACRO
01BIR0055,GELANGGANG_BARU_CM,KOTA JUANG,96.71806,5.20457,BIREUEN,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,CMI,CMI,Y,GF,,42,MACRO
01BIR0056,PANTE_PIYEU_MT,KOTA JUANG,96.7202,5.19696,BIREUEN,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,DMT,DMT,Y,GF,,27,MACRO
01BIR0057,PANTE_PAKU_BIREUEN_PL,KUALA,96.73088,5.23148,BIREUEN,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,PROTELINDO,PROTELINDO,Y,GF,,53,MACRO
01BIR0058,KANTOR_BUPATI_BIREUN_PL,PEUSANGAN,96.73367,5.20903,BIREUEN,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,PROTELINDO,PROTELINDO,Y,GF,,50,MACRO
01BIR0059,PEUSANGAN2_ST,PEUSANGAN,96.7513,5.20942,BIREUEN,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,STP,STP,Y,GF,,71,MACRO
01BIR0060,COTNGA_TB,PEUSANGAN,96.76038,5.21935,BIREUEN,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,TBG,TBG,Y,GF,,72,MACRO
01BIR0061,DESA_LINGGONG_MT,JANGKA,96.76562,5.24113,BIREUEN,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,DMT,DMT,Y,GF,,49,MACRO
01BIR0062,PAYA_BLEU_BIREUEN_PL,PEUSANGAN,96.76951,5.2017,BIREUEN,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,PROTELINDO,PROTELINDO,Y,GF,,52,MACRO
01BIR0063,LAMKUTA_TB,PEUSANGAN,96.77843,5.21694,BIREUEN,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,TBG,TBG,Y,GF,,42,MACRO
01BIR0065,MATANG_SAGOE_PL,PEUSANGAN,96.78239,5.19651,BIREUEN,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,PROTELINDO,PROTELINDO,Y,GF,,40,MACRO
01BIR0067,DAYAH_MATANG_MT,PEUSANGAN,96.78915,5.20401,BIREUEN,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,DMT,DMT,Y,GF,,52,MACRO
01BIR0068,KUALA_CEURAPE_BIREUEN_PL,JANGKA,96.78919,5.23597,BIREUEN,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,PROTELINDO,PROTELINDO,Y,GF,,50,MACRO
01BIR0069,ALMUSLIM_PAYA_CUT_PL,PEUSANGAN,96.79047,5.19484,BIREUEN,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,PROTELINDO,PROTELINDO,Y,GF,,64,MACRO
01BIR0071,PANTE_GAJAH_TB,PEUSANGAN,96.7985,5.1993,BIREUEN,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,TBG,TBG,Y,GF,,36,MACRO
01BIR0075,PANTE_PISANG_MT,PEUSANGAN,96.80852,5.20471,BIREUEN,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,DMT,DMT,Y,GF,,72,MACRO
01BIR0076,JARUMMAH_MEE_TB,KUTA BLANG,96.81873,5.23085,BIREUEN,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,TBG,TBG,Y,GF,,72,MACRO
01BIR0077,KRUENG_MATE_TB,JANGKA,96.8202,5.24736,BIREUEN,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,TBG,TBG,Y,GF,,42,MACRO
01BIR0078,GEULANGGANG_MEUNJEE_TB,KUTA BLANG,96.82807,5.22201,BIREUEN,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,TBG,TBG,Y,GF,,42,MACRO
01BIR0079,GEROGOK_EP,KUTA BLANG,96.83878,5.21347,BIREUEN,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,EMA,EMA,Y,GF,,70,MACRO
01BIR0080,PULONGA_TB,KUTA BLANG,96.84161,5.23532,BIREUEN,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,TBG,TBG,Y,GF,,62,MACRO
01BIR0081,GULUMPANG_TB,GANDAPURA,96.8418,5.24521,BIREUEN,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,TBG,TBG,Y,GF,,62,MACRO
01BIR0082,COTTUNONG_TB,GANDAPURA,96.85511,5.21849,BIREUEN,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,TBG,TBG,Y,GF,,42,MACRO
01BIR0085,MAKMUR_TB,MAKMUR,96.87078,5.16499,BIREUEN,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,TBG,TBG,Y,GF,,72,MACRO
01BIR0086,GANDAPURA_TB,GANDAPURA,96.88999,5.23032,BIREUEN,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,TBG,TBG,Y,GF,,72,MACRO
01BIR0087,KEDAI_LAPANG_PL,GANDAPURA,96.89777,5.23442,BIREUEN,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,PROTELINDO,PROTELINDO,Y,GF,,55,MACRO
01BIR0089,KUTA_TRIENG_TB,GANDAPURA,96.90158,5.21389,BIREUEN,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,TBG,TBG,Y,GF,,36,MACRO
01BIR0091,ARONGAN_PL,SIMPANG MAMPLAM,96.38326,5.19406,BIREUEN,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,PROTELINDO,PROTELINDO,Y,GF,,52,MACRO
01BIR0092,TAMBUE_BARAT_PL,SIMPANG MAMPLAM,96.42828,5.20002,BIREUEN,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,PROTELINDO,PROTELINDO,Y,GF,,50,MACRO
01BIR0093,TANJONG_BUNGONG_MT,JEUNIEB,96.51151,5.18268,BIREUEN,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,DMT,DMT,Y,GF,,72,MACRO
01BIR0094,BLANG_BATI_PL,JEUMPA,96.63919,5.19126,BIREUEN,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,PROTELINDO,PROTELINDO,Y,GF,,62,MACRO
01BIR0095,JANGKA_KEUTAPANG_MT,JANGKA,96.77908,5.2458,BIREUEN,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,DMT,DMT,Y,GF,,72,MACRO
01BIR0096,PANTE_PIYEU_TB,PEUSANGAN,96.79308,5.21151,BIREUEN,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,TBG,TBG,Y,GF,,52,MACRO
01BIR0097,GAMPONG_RAYA_DAGANG_MT,PEUSANGAN,96.80383,5.19468,BIREUEN,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,DMT,DMT,Y,GF,,62,MACRO
01BIR0098,BUGAK_KRUENG_MT,JANGKA,96.80523,5.24868,BIREUEN,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,DMT,DMT,Y,GF,,72,MACRO
01BIR0099,SAMUT_KRUENG_PL,GANDAPURA,96.86179,5.23682,BIREUEN,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,PROTELINDO,PROTELINDO,Y,GF,,50,MACRO
01BIR0100,BEUNYOT_JULI_PL,JULI,96.70747,5.11431,BIREUEN,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,PROTELINDO,PROTELINDO,Y,GF,,50,MACRO
01BIR0101,ULEE_BLANG_PL,JEUNIEB,96.51138,5.15136,BIREUEN,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,PROTELINDO,PROTELINDO,Y,GF,,50,MACRO
01BIR0104,UTEN_GATHOM_PEUSANGA_SEL_PL,PEUSANGAN SELATAN,96.77975,5.15024,BIREUEN,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,PROTELINDO,PROTELINDO,Y,GF,,60,MACRO
01BIR0105,DARUL_AMAN_PEUSANGAN_SEL_PL,PEUSANGAN SELATAN,96.75994,5.12239,BIREUEN,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,PROTELINDO,PROTELINDO,Y,GF,,70,MACRO
01BIR0106,TJ_BEURIDI_PEUSANGAN_SEL_PL,PEUSANGAN SELATAN,96.76718,5.10225,BIREUEN,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,PROTELINDO,PROTELINDO,Y,GF,,70,MACRO
01BIR0107,LEUNG_DANEUNG_PES_SIBLAH_PL,PEUSANGAN SIBLAH KRUENG,96.81231,5.16211,BIREUEN,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,PROTELINDO,PROTELINDO,Y,GF,,53,MACRO
01BIR0108,SAMPOI_AJAD_JEUNIB_PL,JEUNIEB,96.52925,5.15992,BIREUEN,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,PROTELINDO,PROTELINDO,Y,GF,,53,MACRO
01BIR0109,GEULANGGANG_KULAM_KTJUANG_PL,KUALA,96.72039,5.21615,BIREUEN,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,PROTELINDO,PROTELINDO,Y,GF,,71,MACRO
01BIR0110,SIBLAH_KRUENG_PEUSANGAN_PL,PEUSANGAN SIBLAH KRUENG,96.79427,5.12164,BIREUEN,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,PROTELINDO,PROTELINDO,Y,GF,,71,MACRO
01BIR0111,GEMPONG_KUKUE_MT,PEUDADA,96.6091,5.20221,BIREUEN,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,DMT,DMT,Y,GF,,72,MACRO
01BIR0112,SIMPANG_MAMPLAM_MT,SIMPANG MAMPLAM,96.40621,5.19031,BIREUEN,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,DMT,DMT,Y,GF,,72,MACRO
01BIR0113,BLANG_GEULANGGANG_ST,PEUSANGAN,96.75277,5.18451,BIREUEN,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,STP,STP,Y,GF,0,52,MACRO
01BIR0114,LEUBU_MESJID_ST,MAKMUR,96.87094,5.20238,BIREUEN,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,STP,STP,Y,GF,0,71,MACRO
01BIR0115,PULO_NALEUNG_TB,PEUSANGAN,96.75188,5.2281,BIREUEN,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,TBG,TBG,Y,GF,,72,MACRO
01BKJ0001,BUSTANUSSALAM_MT,BLANGKEJEREN,97.34272,4.00594,GAYO LUES,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,DMT,DMT,Y,GF,,40,MACRO
01BKJ0006,SEPANG_BKJ_PL,BLANGKEJEREN,97.34928,3.98014,GAYO LUES,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,PROTELINDO,PROTELINDO,Y,GF,,71,MACRO
01BKJ0007,KESBANGPOL_BKJ_PL,BLANGKEJEREN,97.33098,3.99522,GAYO LUES,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,PROTELINDO,PROTELINDO,Y,GF,,71,MACRO
01BKJ0008,TAMAN_MAKAM_BKJ_PL,DABUN GELANG,97.3755,3.99731,GAYO LUES,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,PROTELINDO,PROTELINDO,Y,GF,,71,MACRO
01BKJ0009,DARUL_ISTIQOMAH_BKJ_PL,PANTAN CUACA,97.2033,4.15263,GAYO LUES,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,PROTELINDO,PROTELINDO,Y,GF,,71,MACRO
01BKJ0010,PENDOPO_BUPATI_BKJ_PL,BLANGKEJEREN,97.34158,3.98867,GAYO LUES,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,PROTELINDO,PROTELINDO,Y,GF,,71,MACRO
01BKJ0011,SIMPANG_BLANGPENGAYON_PL,BLANGKEJEREN,97.34068,3.99734,GAYO LUES,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,PROTELINDO,PROTELINDO,Y,GF,,62,MACRO
01BKJ0012,BADAK_DEBUN_GELANG_MT,DABUN GELANG,97.35382,4.01867,GAYO LUES,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,DMT,DMT,Y,GF,,72,MACRO
01BKJ0013,PENGGALANGAN_BKJ_PL,BLANGKEJEREN,97.34929,3.96534,GAYO LUES,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,PROTELINDO,PROTELINDO,Y,GF,,72,MACRO
01BKJ0014,EKOWISATA_AGUSEN_BKJ_MT,BLANGKEJEREN,97.38621,3.91721,GAYO LUES,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,DMT,DMT,Y,GF,,72,MACRO
01BKJ0015,KUTAPANJANG_KULUN_TANOH_MT,KUTAPANJANG,97.30332,4.01218,GAYO LUES,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,DMT,DMT,Y,GF,,72,MACRO
01BKJ0016,GAYO_LUWES_AIRPORT_TB,BLANGKEJEREN,97.36901,3.95295,GAYO LUES,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,TBG,TBG,Y,GF,,72,MACRO
01BKJ0017,KORAMIL_BLANGJERANGO_TB,KUTAPANJANG,97.27313,4.01649,GAYO LUES,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,TBG,TBG,Y,GF,,72,MACRO
01BKJ0018,CINTA_MAJU_BLANGPEGAYON_PL,BLANG PEGAYON,97.30913,3.98194,GAYO LUES,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,PROTELINDO,PROTELINDO,Y,GF,,71,MACRO
01BMH0001,LAMPAHAN_EP,TIMANG GAJAH,96.73261,4.76851,BENER MERIAH,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,EMA,EMA,Y,GF,,80,MACRO
01BMH0002,BLANG_RAKAL_EP,PINTU RIME GAYO,96.7367,4.9052,BENER MERIAH,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,EMA,EMA,Y,GF,,80,MACRO
01BMH0008,BENER_MERIAH_EP,BUKIT,96.88645,4.74071,BENER MERIAH,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,EMA,EMA,Y,GF,,70,MACRO
01BMH0010,BDR_B_MERIAH_TB,BANDAR,96.91944,4.75711,BENER MERIAH,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,TBG,TBG,Y,GF,,72,MACRO
01BMH0011,MEKAR_AYU_PL,TIMANG GAJAH,96.75772,4.76011,BENER MERIAH,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,PROTELINDO,PROTELINDO,Y,GF,,71,MACRO
01BMH0012,SIMPANG_BALEK_TB,WIH PESAM,96.79896,4.72768,BENER MERIAH,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,TBG,TBG,Y,GF,,71,MACRO
01BMH0013,BLANG_PANAS_MT,BUKIT,96.85015,4.68457,BENER MERIAH,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,DMT,DMT,Y,GF,,52,MACRO
01BMH0014,BUKIT_BALE_ATU_ST,BUKIT,96.85901,4.72512,BENER MERIAH,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,STP,STP,Y,GF,,71,MACRO
01BMH0015,KUTE_TANYUNG_MT,BUKIT,96.86544,4.70561,BENER MERIAH,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,DMT,DMT,Y,GF,,72,MACRO
01BMH0016,SIMPANG_UTAMA_ST,BANDAR,96.90813,4.75432,BENER MERIAH,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,STP,STP,Y,GF,,71,MACRO
01BMH0017,WIH_PESAM_MT,WIH PESAM,96.81605,4.71244,BENER MERIAH,NORTH SUMATERA,LHOKSEUMAWE,ACEH,NORTH SUMATERA,DMT,DMT,Y,GF,,72,MACRO
